"batter","totalBatterStrikeoutRate","totalBatterWalkRate","totalBatterwOBA","pitcher","bats","BsRperPA","DefperInn"
605483,0.212667546153846,0.0855349243053225,0.348153529411765,605483,"L",0,0
596451,0.223962687973915,0.0806925997337869,0.357202449896181,596451,"S",-0.00157902097902098,0
608385,0.143205466425735,0.114282435413198,0.371621470664334,608385,"L",-0.00418276148433061,0
606299,0.109925764166139,0.0407522537867115,0.318840867910375,606299,"R",0.00323918325353172,0.00336120265322611
596112,0.329241278113042,0.0741692836595934,0.34432811348008,596112,"R",0,0
621550,0.256962790699396,0.0879126523340845,0.383052667140825,621550,"R",0,0
605480,0.189403835727576,0.0793836785377748,0.32690365440353,605480,"L",0.00761795473508552,0.0013636684303351
605141,0.147302089156421,0.121573612345866,0.451539416345201,605141,"R",0.00785569666581269,0.00824800738099997
606466,0.136432388453379,0.0892249564483117,0.336310850786926,606466,"S",0.000306355645706559,0.00186665654685748
596001,0.225404241830065,0.0839555976577313,0.359667355371901,596001,"R",0,0
608348,0.192030941018036,0.0851398054426061,0.301650696108476,608348,"R",0,0
600869,0.246170218162555,0.100813048455278,0.361583953084134,600869,"S",-0.000742153405083165,0.00174521452145215
608369,0.177741797585248,0.0991247442457275,0.412642871254431,608369,"L",0.000428228952407972,0.00411807228915663
605512,0.231465717651496,0.0864994550554884,0.342427033492823,605512,"L",-0.00117065217391304,0
605280,0.227549960831335,0.0846624991896272,0.354315447154472,605280,"R",0,0
605194,0.230281466183575,0.0836789120521173,0.358983950617284,605194,"R",0,0
605253,0.220491158941122,0.0871793486088757,0.351271666434522,605253,"R",0,0
621261,0.262307403938731,0.0779844706454796,0.346553592254785,621261,"R",0,0
607231,0.257551213205122,0.072359973559083,0.338512152933739,607231,"R",0,0
607219,0.366680809802369,0.0624869719932416,0.318885672548612,607219,"L",0,0
607229,0.256283865975422,0.101794671084443,0.335155425744414,607229,"R",0,0
607471,0.239261832971996,0.0903414474701646,0.364608339055434,607471,"R",0,0
607732,0.213077346353953,0.0815255284396924,0.349804682500432,607732,"R",0,0
608331,0.253446445635298,0.0821182090227708,0.35011734372514,608331,"L",0,0
621311,0.245615266725183,0.061555799500287,0.401004545454546,621311,"L",-0.000470848708487085,0
621512,0.251482335097114,0.0616908359240828,0.349969613466853,621512,"R",0,0
621035,0.281070394940845,0.0886856781686014,0.419907557995592,621035,"R",0.00607819000093275,-0.000474504544777231
608717,0.302132299514464,0.0617934971651599,0.324488039392824,608717,"R",0,0
608671,0.206029710879863,0.0954483567441944,0.304655854621304,608671,"L",0.00175142118863049,0
609275,0.284912348294622,0.0582115039786023,0.401481221878938,609275,"S",0.0055340206185567,0.0054857583944423
608701,0.206960399331848,0.109622535344959,0.315229724442784,608701,"R",-0.00671650485436893,0
621107,0.407976072119055,0.0505909306288376,0.343789238356103,621107,"R",0,0
611177,0.151035284583703,0.0555857242547526,0.324325306416727,611177,"R",-0.000791256830601093,0
622072,0.381517647347947,0.0654291805847312,0.27746190307347,622072,"R",0,0
608703,0.268700400021655,0.10250756572772,0.338432116615794,608703,"R",-0.00383076923076923,0
621381,0.234559797507788,0.0802010952607679,0.353733467741935,621381,"R",0,0
608700,0.215074496259942,0.0860739463937212,0.346653390406763,608700,"R",-0.00488532093250933,0.00307929395790903
608672,0.246975940752864,0.0864090037724082,0.352263212007291,608672,"L",0,0
622217,0.261426825991189,0.0746169923297148,0.348055357142857,622217,"R",0,0
622210,0.222602860328639,0.082191099795159,0.351837951807229,622210,"L",0,0
621219,0.22289156626506,0.0868037463414634,0.362808277119774,621219,"R",0,0
622110,0.16850078653372,0.082632975732029,0.343418338670341,622110,"R",-0.002975,0.00213998118532455
621563,0.190486396880852,0.0643772291021378,0.359934845606219,621563,"L",0.00132660550458716,0.00323117624173259
581527,0.169172385013754,0.0540667020654047,0.35732115921083,581527,"R",-0.000870257567211882,-0.00468123492522914
622194,0.23925832458416,0.101552139362133,0.340766268535074,622194,"L",-0.00488853754940711,0.00196192505771621
622270,0.229473367424727,0.0718175540716084,0.332965532680743,622270,"R",0,0
623149,0.237555003495146,0.0816730951365989,0.34821798088411,623149,"R",0,0
623167,0.276640761538462,0.0681457976013079,0.357153922332258,623167,"R",0,0
582473,0.230525692018779,0.0839316855033822,0.352726612903226,582473,"L",0,0
623182,0.288577082457091,0.0960731060418738,0.369211354545455,623182,"R",0.000257843137254902,0
608650,0.228982385365854,0.0842276262295082,0.362593948254475,608650,"L",0,0
608718,0.228419537480861,0.075200939069896,0.340502654624211,608718,"L",0,0
623402,0.224096196560197,0.0848824843492587,0.361317355371901,623402,"R",0,0
608379,0.287428421202226,0.0683167601024966,0.264356921703338,608379,"R",0,0
547004,0.255884911873803,0.0847717952349605,0.341021590513834,547004,"L",0.000411560693641618,0
608365,0.225803127846042,0.0772549169823842,0.336807195739377,608365,"R",0.00301876832844575,0.00708654916814147
592332,0.270419520773407,0.0889033665565818,0.339684619610409,592332,"L",0,0
546991,0.180644646378942,0.0380909515927811,0.333003761629326,546991,"R",-0.00386570447979214,0.00243143241764934
606992,0.231854185553772,0.0780605463366681,0.355148973363975,606992,"R",0,0
593527,0.151455918378877,0.0598299015571678,0.300716094107075,593527,"S",0,0
621121,0.210526315789474,0.0832816699029126,0.360132045886897,621121,"L",0,0
608336,0.355697273141618,0.122432802241234,0.508604897358877,608336,"L",0.00412475599744595,-0.00354092280247518
596129,0.247518042077291,0.114022547853897,0.373772029615516,596129,"L",-0.00574705882352941,0
595885,0.245106501409484,0.0982828239754764,0.344871832844798,595885,"L",-0.00445417060714961,-0.00279923224568138
602922,0.252278057972217,0.0784347996588754,0.373495917326849,602922,"R",-0.00746915887850467,0
621002,0.228123115440559,0.115711775662158,0.361835618510884,621002,"R",-0.00222193144974525,0
607776,0.27902273613156,0.0737943283033046,0.366898658188757,607776,"R",4e-04,0
621439,0.287646250900267,0.0569511772821622,0.331676174933395,621439,"R",0.00748219178082192,0.0032745406824147
621043,0.228151858667632,0.111039762545704,0.371892685014192,621043,"R",0.000414668514668515,0.000859631134440165
621244,0.243930775383223,0.0784537139006346,0.362154602416254,621244,"R",0,0
623205,0.232335534848485,0.089005580829066,0.361625561429233,623205,"S",0,0
623352,0.241727942351598,0.0825409299816727,0.353687195121951,623352,"L",0,0
624585,0.275542097205328,0.10973570891667,0.398405004430268,624585,"R",-0.00700449239476477,0
624577,0.189696584895837,0.0876674885910689,0.399247293643382,624577,"R",-0.00518783783783784,-0.00317609758008016
554054,0.230665491803279,0.0812614894519881,0.3586372784689,554054,"R",0,0
598271,0.213204572156767,0.0837867428092647,0.353686704769603,598271,"L",0,0
571745,0.215897681097406,0.0945052755460433,0.416166577254279,571745,"R",-0.00268290183194658,-0.00213171701589961
593974,0.223120401960784,0.0809575559210526,0.357372950819672,593974,"L",0,0
594694,0.186514152695646,0.0753333073925159,0.312643342585616,594694,"S",0.00319755467435713,0.00225118040651433
546990,0.263428893068598,0.0852336229017059,0.360635207718338,546990,"R",0,0
467092,0.193937944227349,0.0585022128341452,0.400189923378851,467092,"R",-0.0147826923076923,0.00325193300591865
608384,0.249732153963438,0.0665656112007078,0.40838324463018,608384,"L",-0.00253239795918367,-0.00842662490211433
599096,0.29620263663312,0.0866008036491257,0.365774909557708,599096,"R",0,0
621566,0.241166655446441,0.106394853705333,0.434672255571889,621566,"L",-0.00468333333333333,-0.000578176894020383
606132,0.231237030188173,0.0601266719959685,0.357119090467186,606132,"L",0.00410760233918129,0
621446,0.300862461553235,0.0571112700772744,0.352968846833294,621446,"R",0.000348275862068966,-0.00124354965695647
621389,0.330797497424272,0.0743110129635465,0.341613356570364,621389,"R",0,0
622097,0.234037577395965,0.0833786191130419,0.355530537733797,622097,"R",0,0
607192,0.23650958800738,0.0936715602655285,0.34774527444761,607192,"L",0,0
607237,0.222970447915121,0.0631459337051398,0.320754630777491,607237,"R",0,0
608597,0.27246030256304,0.0738764047576824,0.376272991255569,608597,"L",0.000381308411214953,-0.00268918228279387
621529,0.202764976958525,0.0850110189274448,0.356148152373942,621529,"R",0,0
623451,0.233939608770514,0.085369865674833,0.363201284881707,623451,"R",0,0
547943,0.343485456722904,0.0854036017293303,0.361582610422767,547943,"R",0,0
543045,0.29473096353187,0.0807851990552953,0.337476804438563,543045,"L",0,0
595909,0.304928334691939,0.0674030212917467,0.43002154186189,595909,"L",7.96116504854369e-05,0.000397589507266927
600524,0.253064832413761,0.0698090694380238,0.360334772336919,600524,"R",-0.00368429118773946,0.00404279896334691
600968,0.216216216216216,0.0882902009884679,0.36379760172407,600968,"L",0,0
605446,0.257710633182901,0.0676919536197318,0.328137742162144,605446,"R",0,0
600474,0.234320758274343,0.0697757155617804,0.295107665579681,600474,"R",-0.00191455399061033,0.003896875
602115,0.246907979368553,0.0802261251547249,0.369943856534091,602115,"R",0,0
621044,0.241392307653796,0.0914224845846504,0.334729519628099,621044,"S",0,0
623993,0.228427342581971,0.062638198242967,0.33879463969106,623993,"S",0.00264074074074074,0
608577,0.207804381914746,0.0803702429245127,0.380841071187056,608577,"L",-0.00250298507462687,-0.00496592323450968
621559,0.319017837203325,0.0846262738257677,0.353488897776856,621559,"S",9e-04,0
624636,0.249817459251519,0.0690076580338855,0.324527148985316,624636,"R",-6e-04,0
614177,0.256998128346497,0.0908025752384991,0.419018230322761,614177,"R",-0.000968421052631579,-0.0069323897659227
614173,0.357240812969003,0.0768738896798102,0.45016278513756,614173,"L",0.00394545454545455,0
623520,0.269036964044,0.0822659311088681,0.391965266148325,623520,"R",-0.00126666666666667,0
624407,0.226530569337101,0.10443640768033,0.362039048856199,624407,"L",0,0
606131,0.274894393865104,0.0445276680416489,0.320332990594833,606131,"R",0,0
605612,0.219061487922705,0.0837753243386075,0.358007740392036,605612,"L",0,0
607455,0.246004883561644,0.0822101836227393,0.352778915662651,607455,"L",0,0
622534,0.177820093929148,0.0585866485739783,0.326133925957642,622534,"R",-0.000882497605180822,0.00350711297588013
608475,0.214660127113835,0.0762837265423674,0.332026722748076,608475,"R",-0.00163960396039604,0
621433,0.358234269622287,0.0825979526240554,0.363852365622906,621433,"L",0.0013047619047619,0
640447,0.22123397603608,0.0783849416405247,0.359620281063285,640447,"R",0.00280080971659919,0
621112,0.233586682828283,0.081891346599111,0.353894080145719,621112,"R",0,0
628711,0.258243160846561,0.0735998768275726,0.356407949501355,628711,"L",0,0
641941,0.225888546341463,0.082972787245698,0.357924691358025,641941,"L",0,0
572228,0.246065818703085,0.088452337658982,0.472287691374031,572228,"R",0.00196311360448808,0
571657,0.207430893503546,0.0740219736224743,0.364044647999237,571657,"R",0,0
592444,0.310779461723463,0.0605296893149425,0.367862596761999,592444,"R",0.00134374148335604,0.00596200716845878
547179,0.260386772378204,0.0740629402846856,0.382975114936678,547179,"R",0,0
643327,0.388864980584396,0.0549274593452523,0.277322471241228,643327,"R",0,0
592761,0.266055688204358,0.0710254027002285,0.35005325322604,592761,"R",0,0
594576,0.29545549390896,0.0803065099837609,0.311985342744801,594576,"S",0,0
642162,0.246528291088471,0.0572171785173376,0.33101481736024,642162,"R",0.00142294197031039,0
643393,0.158999776924935,0.084831899830297,0.31266981446924,643393,"L",-0.0029728813559322,0
594953,0.311822305340938,0.0778034558182997,0.427523894176932,594953,"L",-0.00122360801781737,0
592865,0.244179063492064,0.0826149663350765,0.363774874451342,592865,"S",0,0
592351,0.425736621009098,0.0619558640455343,0.315724416560883,592351,"R",0,0
594902,0.269545409972743,0.0614878496395974,0.368091149066214,594902,"R",0,0
595144,0.234077635007495,0.0964137580498501,0.354405903731011,595144,"L",-0.0010320987654321,0
595373,0.259956540103803,0.0815584732748258,0.331797562486829,595373,"R",0,0
595284,0.307490986757566,0.10805549419576,0.381133474369109,595284,"S",0.00105424076607387,0
622666,0.207916163175809,0.0788246762830475,0.366791737519926,622666,"S",-0.00178663525763359,0.00338868729989328
606959,0.267831599118943,0.0791602504171148,0.362431433072704,606959,"R",0,0
605170,0.212062115967773,0.0705121465780689,0.34669765841567,605170,"S",8e-04,0
641771,0.254583577061063,0.0396173152464867,0.287952251427224,641771,"R",0,0
608566,0.250980883019126,0.0219099109282292,0.321561981708658,608566,"R",0,0
608723,0.225088726044226,0.0854331301482702,0.359449173553719,608723,"R",0,0
608654,0.282368814653778,0.0616614530062006,0.352918922005972,608654,"R",8.58369098712488e-07,0
407793,0.292593877777778,0.062257013130701,0.316877272727273,407793,"R",0,0
641553,0.28854024485655,0.0414811020241563,0.318243641490166,641553,"R",0.00622257919366451,0.00105749046773583
608652,0.233554855769231,0.0837893009569305,0.357237704918033,608652,"L",0,0
621471,0.187751717143859,0.101719163907506,0.347296031082888,621471,"L",-0.00241481481481481,0
641505,0.219857913416019,0.0813434401975345,0.361087270209015,641505,"R",0,0
641857,0.264903401253699,0.0803008259608364,0.354976946534302,641857,"L",0.00217227722772277,0
622226,0.308831727341551,0.0944530791863499,0.370366548548405,622226,"L",0,0
641531,0.269513933320513,0.0719430274702511,0.375496404111884,641531,"R",-0.00402783505154639,0
641796,0.228797158139535,0.0851706215139308,0.355226692004939,641796,"R",0,0
623454,0.222242616504854,0.0821785060722528,0.355258943089431,623454,"R",0,0
641820,0.238629200248319,0.0648621215379554,0.400417780731538,641820,"R",-0.000889243780453775,-0.0124559923079141
640463,0.224901916354356,0.0808154814222317,0.355914424660758,640463,"R",0,0
641598,0.220084238548091,0.093326108160554,0.364215920525518,641598,"R",-0.00143582089552239,0.000870363174413391
627894,0.265388375565611,0.0723806168888292,0.355290243902439,627894,"L",0,0
641313,0.255291846898561,0.0424832762444054,0.352625021388137,641313,"R",0.00315412541254125,0.000445547548593367
641477,0.271034416892741,0.0781357959287259,0.355104506177248,641477,"R",0,0
640460,0.226837747572816,0.0843026330857991,0.359035537190083,640460,"R",0,0
640461,0.264886702594708,0.068185593779168,0.438875305606168,640461,"R",-0.00432970057436077,0
641343,0.256550414549133,0.121903535984969,0.348262329830258,641343,"L",0.00120412371134021,-0.00415279463430214
641319,0.208884051837319,0.0894082488224478,0.312761931793189,641319,"L",-0.00344356862010859,0.00078347544839753
642156,0.229161255225684,0.0762121060012874,0.316172405965145,642156,"R",0,0
641525,0.279451498224288,0.0754121687179856,0.361813881763922,641525,"R",0.000529032258064516,0
624428,0.138302831814877,0.0762543965332013,0.352626799642447,624428,"L",0.00168036143372046,0
642003,0.29227920131291,0.0865334919330046,0.359349173553719,642003,"L",0,0
641438,0.241791028846154,0.0831734135581188,0.359667355371901,641438,"R",0,0
642851,0.214933862132169,0.0682003884019592,0.355763368983957,642851,"R",-0.00534576271186441,0
643565,0.287067931138366,0.102635307339245,0.329466527277334,643565,"L",0,0
643265,0.258474109523976,0.0704417513149471,0.383844683692855,643265,"R",0,0
643256,0.238785309927361,0.0840344378061598,0.359767355371901,643256,"R",0,0
643230,0.187636945952404,0.0750237346764431,0.3337288680715,643230,"L",0,0
643335,0.127287533080234,0.0957195069675439,0.313007756949912,643335,"L",-0.00550654205607477,0
643446,0.1400256944865,0.0647902283102179,0.356034025733039,643446,"L",0.00716209677419355,0
644337,0.240522889684093,0.0907029593667179,0.34897446487031,644337,"R",0,0
571760,0.255031192997258,0.082606918067203,0.360675900070594,571760,"L",0,0
592178,0.228559540402256,0.0980133717226389,0.401690566816888,592178,"R",0.00146679718991132,-0.00142914377981162
571510,0.211813230769231,0.0835520649350649,0.355056142272439,571510,"L",0,0
592387,0.225895724783103,0.0557961397441724,0.385804416179292,592387,"R",-0.00518139864992745,-0.00645794556628622
593495,0.201800925052411,0.0676514588657939,0.324800508751741,593495,"R",0,0
601713,0.342911084641741,0.0425304303142581,0.291496826341976,601713,"R",0,0
592669,0.261038624563813,0.0710595217173316,0.410993445822484,592669,"R",-0.000961533618318587,-0.00412413793103448
594835,0.235166297683694,0.0804675973199321,0.360028489924762,594835,"L",0,0
608337,0.240881873584906,0.0819836546845214,0.357584836065574,608337,"R",0,0
622713,0.242221629127166,0.0885248324444496,0.359639510639126,622713,"S",0,0
622682,0.207017642396619,0.0406448323962641,0.32598043961451,622682,"S",0.000678538812785388,0
622608,0.357782909999597,0.0433854764835313,0.319410393139261,622608,"R",0,0
641487,0.258074042758674,0.114746308611584,0.350501968195605,641487,"L",0.00117536231884058,0
623214,0.221623986760125,0.0814257967741499,0.355501346168451,623214,"R",0,0
642708,0.21347570539855,0.0320609641492543,0.337471855120671,642708,"R",0.00194431637519873,0.000111327879169289
620439,0.364292841881718,0.0611586450129918,0.392548309679136,620439,"R",0,0
643410,0.308288876602937,0.0602257679831681,0.32612023510348,643410,"R",0,0
643603,0.200294720692854,0.0980648230761236,0.402387661229324,643603,"R",-0.000452320675105485,0
621295,0.224636556074766,0.0830664495028821,0.35190421686747,621295,"R",0,0
554374,0.230281466183575,0.0843409647159422,0.358087654320988,554374,"R",0,0
553902,0.14816559892136,0.0661966909239402,0.359918177033493,553902,"R",0,0
592450,0.30651387417315,0.146803101041732,0.537364426026009,592450,"R",0.000383935742971887,0.00223947723274053
595238,0.225730131791286,0.0762258321761494,0.343541329080276,595238,"L",0,0
642086,0.299355577210324,0.0566575854111716,0.383904954361476,642086,"L",-0.0022340264788939,0
641856,0.243272718752798,0.0910303754645964,0.395213866921189,641856,"L",-0.00484242424242424,0
606162,0.222277227722772,0.0847507052980132,0.359149173553719,606162,"R",0,0
640457,0.219132236363799,0.0704902108342457,0.376504946720296,640457,"L",0.00123246073298429,0
624512,0.219021504599041,0.0855159247025146,0.368574143747203,624512,"L",0,0
547989,0.19495150048102,0.0589900989521376,0.408285912874473,547989,"R",-0.00258640412564463,-0.00971614297285782
642133,0.23216498688841,0.0780162906803904,0.388483048530417,642133,"L",0,0
622491,0.302343174089195,0.0450189744686634,0.282956791850982,622491,"R",0,0
642082,0.305492722207362,0.0892094123157989,0.363656704287906,642082,"L",-0.00269239130434783,0
641933,0.325625289271401,0.074639426728295,0.424855397331713,641933,"R",0.00482253521126761,0
642707,0.235828159664294,0.0752585324505892,0.323566792988102,642707,"R",-0.00152511013215859,0
642180,0.278585768037366,0.085301529186315,0.330900170036645,642180,"L",0,0
641745,0.221182266009852,0.0842320297029703,0.361036555808299,641745,"R",0,0
547888,0.241558401304505,0.0819062689511038,0.350374034024455,547888,"R",0,0
600466,0.234594755447942,0.0747392445750938,0.368052175108618,600466,"R",0,0
622441,0.21015489795376,0.0722371505369659,0.319587937232692,622441,"R",0,0
593833,0.224111862745098,0.082617933184047,0.356435245901639,593833,"R",0,0
640455,0.220890116591928,0.0894234161142251,0.346582585785973,640455,"R",0,0
609280,0.168984894031027,0.0529552466594252,0.389530745848579,609280,"R",-2.24422442244224e-05,-0.00638751176118382
622663,0.2437561032317,0.0798737537714298,0.351468396008805,622663,"R",0,0
620443,0.214749081367587,0.0731874933622968,0.306190198262113,620443,"R",-0.000348201438848921,0
649557,0.140768263899694,0.0360711613251545,0.349320864734642,649557,"R",-0.00447322494340399,0.00233249151103565
624507,0.320722034176467,0.0548985266900751,0.350755383954777,624507,"L",0.00089390243902439,0
640449,0.289604415104613,0.0913433422537368,0.399270890673097,640449,"R",0.000632394366197183,0
642715,0.26994739444159,0.0916854881717672,0.376081972703742,642715,"R",0.00048359133126935,-0.0021510347023241
641355,0.247675169177052,0.0971591285528355,0.417966110445398,641355,"L",0.00294794188302689,-0.0061333769867254
628333,0.219292025133093,0.0702561654657367,0.335018207751456,628333,"R",0,0
592859,0.23417443274244,0.0769531749861132,0.346251928622927,592859,"S",0,0
594965,0.225674368298368,0.0813312609855589,0.35426345408977,594965,"R",0,0
595222,0.285932443677234,0.0862027825022457,0.339700400970416,595222,"L",0,0
607074,0.226268981213307,0.0791244359603763,0.358896909653814,607074,"L",0,0
605400,0.38799462367283,0.0702611497334087,0.279927916609706,605400,"R",0,0
596103,0.272675689353145,0.0785109669835341,0.348699453442987,596103,"R",0.00422712160979877,0
607215,0.231423782113821,0.0850129672131148,0.360926446280992,607215,"L",0,0
605540,0.202612986348535,0.0817860528103913,0.350869614179849,605540,"L",0,0
605254,0.256310241834215,0.0767330689528747,0.356374816971234,605254,"R",0,0
605233,0.376674971324995,0.0948594967973196,0.396021104606728,605233,"L",-0.00334096385542169,0
605232,0.212926179776043,0.0829768377773153,0.343580045351474,605232,"L",0,0
605255,0.225781421568627,0.0828561173945734,0.35900826446281,605255,"R",0,0
605204,0.249401391488423,0.0764012228945582,0.364614006207164,605204,"R",0.000329203539823009,0
605548,0.329940871963416,0.0838437530775786,0.388239572241541,605548,"L",0.00953342845064468,0.00266224899598393
607223,0.215315843991168,0.0829922494502704,0.337954869816779,607223,"L",0,0
607208,0.180707896896909,0.0873803183368345,0.357869027483457,607208,"R",0.00948035552330854,0.00471792147655615
607536,0.444290185205751,0.0484646443081748,0.318097502586318,607536,"L",0,0
607752,0.248984628096786,0.0928638125929058,0.359700615460105,607752,"R",0,0
607468,0.233753678561196,0.0931046631360117,0.347618750715414,607468,"R",-0.00131428571428571,0
641684,0.23419800790841,0.0854537623389479,0.347583840246244,641684,"R",0,0
624419,0.233653450733866,0.0876710938015019,0.340185072425772,624419,"L",0,0
622168,0.221163970346453,0.0667839243653958,0.356680892386965,622168,"R",-0.00262127659574468,0
622569,0.208481895216188,0.0898190084252855,0.368553591545031,622569,"R",0,0
641816,0.230674855108384,0.074794840315969,0.326782104025566,641816,"R",0,0
624424,0.251732883315352,0.115158398533388,0.422114334166036,624424,"L",0.00176167711598746,-0.00281689280868385
642336,0.23376566757203,0.0794071802317347,0.353730198952688,642336,"S",0,0
620446,0.299656748983669,0.068322343016733,0.358560801598045,620446,"S",-0.00157222222222222,0
656669,0.210373864925235,0.0843563030313849,0.335791026936641,656669,"R",-0.00841553398058252,0
624414,0.246276808046247,0.0733317436653488,0.350152120602607,624414,"R",-0.00345185185185185,0
656803,0.222280175182482,0.0826676259095969,0.357463114754098,656803,"R",0,0
656811,0.24893199375093,0.104364431129867,0.407351372803291,656811,"L",-0.0041,0
641924,0.241414302791226,0.0921324831845322,0.352468613165144,641924,"R",0,0
641645,0.145355647957267,0.0848260890499958,0.329271762491176,641645,"L",0,0
656555,0.227222101426859,0.126341417572965,0.404711878455968,656555,"R",0.00365042881646655,-0.0078225748656258
656941,0.275626186133098,0.125517600201202,0.427681585730696,656941,"L",-0.000133163882837085,0.00219754028837998
642232,0.230309372262774,0.0837958707783599,0.359212809917355,642232,"R",0,0
656305,0.234640765670064,0.0992444898050776,0.415000677402981,656305,"R",0.00302451199107641,0.00984768143693219
656756,0.236744321212121,0.09654649375,0.358175925925926,656756,"L",0,0
643396,0.169187610568641,0.0732714146221314,0.317171049156018,643396,"R",-0.00166060606060606,0
643466,0.223028964227642,0.0836796885245902,0.357120491803279,643466,"L",0,0
643376,0.188089424415794,0.0867727512427581,0.349282444374722,643376,"R",0,0
645277,0.174332508942077,0.0599934325731994,0.352173448502159,645277,"S",0.00613844789569552,0.00290590655304143
596295,0.210609424831058,0.0741854366914056,0.344166354621732,596295,"L",0,0
657145,0.245472442177129,0.110146410090918,0.345572476287025,657145,"R",0,0
650490,0.179497532149992,0.0952086434187658,0.358818907288113,650490,"R",-0.00273128491620112,0
649966,0.210270688314348,0.0793163663119182,0.348566101386954,649966,"R",0,0
656185,0.194380899661738,0.0636607835531266,0.328152794243465,656185,"S",0.00264742268041237,-0.00268813559322034
656257,0.221124764563107,0.083088694548776,0.36038178706189,656257,"R",0,0
624431,0.211254935779817,0.0826082724989008,0.353680863127755,624431,"R",0,0
592779,0.231203138317757,0.0752724830595795,0.363816383236295,592779,"L",0,0
400284,0.166280094841705,0.0981767869460912,0.310810514660778,400284,"L",0.00496142158125161,-9.46964410327984e-05
657658,0.247872531311723,0.08186999467469,0.366131660590871,657658,"L",0,0
658792,0.225835795232274,0.0851525615763547,0.359399173553719,658792,"R",0,0
592567,0.192925286697843,0.0774005747697482,0.368802383864544,592567,"L",-0.00361075268817204,-0.00307608649111539
596133,0.250344104704978,0.0654322089713678,0.311908785254926,596133,"R",0,0
605244,0.308091800466546,0.0724139962718748,0.403151113677611,605244,"R",0,0
657053,0.246812552752294,0.0819414526882402,0.357351288779133,657053,"R",0,0
622694,0.254399189845663,0.0804026613167516,0.354128225806452,622694,"R",0,0
656794,0.397657270174356,0.062149277956344,0.288254372009569,656794,"L",0,0
592866,0.271410603417731,0.0530221146856352,0.278515285458826,592866,"R",0,0
596043,0.205811893092545,0.0836551659162798,0.356094705821482,596043,"R",0,0
650402,0.237825518049536,0.0855341581374397,0.401844871939207,650402,"R",-0.00132314049586777,-0.00378723776223776
608325,0.226693745627706,0.0554058848383005,0.330290278381905,608325,"R",0,0
622446,0.251811179267428,0.0765798587426842,0.355371683171989,622446,"R",0,0
642423,0.24262073647539,0.054483069928709,0.301797876162422,642423,"L",0.00209230769230769,0
657077,0.180783069487883,0.0892082029872873,0.356510525783566,657077,"L",0,0
606988,0.244048560011389,0.0965953099478284,0.366057770544095,606988,"R",-6e-04,0
622497,0.22758498849894,0.0591073856535873,0.340692557150452,622497,"S",0,0
641154,0.252551632478632,0.0849325096903054,0.355742476169282,641154,"L",0,0
641583,0.230310996650663,0.0638992812612378,0.353190569648822,641583,"L",-0.00232413793103448,0
650619,0.239196245416745,0.0859014262404471,0.357304998740871,650619,"L",0,0
657656,0.245920450086282,0.0869521477167747,0.401010641105413,657656,"R",0.00755340909090909,0
628452,0.223447949029126,0.0833253219997564,0.357873360655738,628452,"R",0,0
595453,0.263093428043428,0.0813404492430017,0.351063469292246,595453,"R",0,0
620454,0.217963247524752,0.0843544597482621,0.359344628099174,620454,"L",0,0
630111,0.261763486231306,0.0783557606310642,0.403119263255541,630111,"R",0.00115,0
659275,0.3635125376343,0.0507706669241149,0.339943467640393,659275,"R",0,0
656222,0.223539783251232,0.084471,0.359280991735537,656222,"L",0,0
660162,0.325707458236013,0.108063323183118,0.397393750551284,660162,"S",0.00316037296037296,-0.000979553357545785
623395,0.21256038647343,0.0858563843648209,0.359853086419753,623395,"R",0,0
592169,0.238545179723502,0.0816173202898568,0.356189024390244,592169,"R",0,0
624133,0.220677200945626,0.0829129241602221,0.354212601626016,624133,"L",0,0
642770,0.257952364080121,0.0812210008889288,0.3531724784689,642770,"L",0,0
642571,0.230395079518072,0.0821600879904752,0.364467293513217,642571,"R",0,0
646240,0.253151588194544,0.066083126402766,0.381780478814226,646240,"L",0.00126309523809524,-0.00428171208442164
408314,0.153025147953002,0.0854545787742902,0.28641568893324,408314,"S",0.00207177280184077,0.000599841295032534
425509,0.221887429211206,0.0795051126346707,0.34544040247678,425509,"R",0,0
607200,0.25373598343166,0.0779552169209394,0.338533311848613,607200,"R",0,0
656546,0.315945725,0.0437005313385407,0.330751080179788,656546,"R",0,0
408234,0.195294615386195,0.0938336615881307,0.403301175093288,408234,"R",-0.00462158862413158,-0.00226547276409764
641571,0.235746844839371,0.0847275210846165,0.364449405835752,641571,"R",0,0
656427,0.284436901274647,0.0699219459891035,0.327306238279601,656427,"R",0,0
664641,0.247979589285714,0.0772744671398052,0.351539759036145,664641,"L",0,0
621493,0.271287403301012,0.0804569085790638,0.346550028565307,621493,"R",0.0013047619047619,0
664167,0.223245548797884,0.0772610637575201,0.356330308014354,664167,"R",0,0
595375,0.204561500649198,0.0556600215251441,0.328158812914437,595375,"L",-0.00483052534022731,0.00682279223885343
608324,0.120691425177285,0.120095655367818,0.380524893830892,608324,"R",0.00125567489180432,-0.00181959259449565
596012,0.291301728442728,0.082547851833928,0.356157419892707,596012,"L",0,0
621028,0.230064283588064,0.0757448465136663,0.334264057039944,621028,"R",0,0
621514,0.201832644591515,0.102244770391682,0.359264157552973,621514,"L",0,0
621453,0.261224371384815,0.08123007627353,0.355261106843422,621453,"L",0.00515657894736842,0
622046,0.276614055865339,0.0872470638174317,0.353342832472512,622046,"L",0,0
